season;team_api_id;player_id;overall_rating;potential;finishing;heading_accuracy;short_passing;dribbling;sprint_speed;balance;shot_power;jumping;stamina;strength;positioning;penalties;sliding_tackle
2013/2014;8030;69043;65.0;68.0;47.0;53.0;66.0;57.0;63.0;84.0;59.0;61.0;82.0;75.0;60.0;57.0;55.0
2013/2014;8030;406505;65.0;75.25;36.0;66.0;69.0;60.0;65.25;65.0;53.0;64.0;70.0;74.0;46.0;44.0;56.0
2013/2014;8030;69637;62.75;65.5;58.375;59.25;49.75;63.875;64.5;69.125;66.125;57.0;74.0;79.0;69.0;48.0;21.0
2013/2014;8030;308280;60.0;65.0;59.0;65.0;43.0;57.0;57.0;58.0;63.0;65.0;58.0;72.0;65.0;62.0;41.0
2013/2014;8030;179311;57.333332;61.0;60.0;61.0;58.0;56.0;70.0;59.0;59.333332;62.0;53.333332;72.0;56.333332;64.0;37.0
2013/2014;1601;138159;61.0;64.0;25.0;25.0;28.0;25.0;37.0;51.0;34.0;52.0;36.0;66.0;25.0;22.0;25.0
2013/2014;1601;105526;62.5;62.5;53.0;61.0;61.5;61.0;63.0;62.0;62.0;57.0;72.0;83.0;48.0;62.0;60.0
2013/2014;1601;69254;64.0;64.0;38.0;63.0;55.0;36.0;56.0;65.0;35.0;66.0;82.0;70.0;51.0;37.0;59.0
2013/2014;1601;13405;63.666668;63.666668;51.0;54.0;71.0;46.0;54.166668;70.0;77.0;60.0;63.0;67.0;21.0;32.0;62.5
2013/2014;1601;69619;64.0;64.5;26.0;57.0;47.0;28.0;54.0;34.0;41.0;34.0;86.0;75.0;44.0;31.0;63.0
2013/2014;1601;282168;57.0;64.0;43.5;38.0;45.5;57.5;66.5;67.0;44.0;65.0;66.0;52.0;33.0;62.0;62.0
2013/2014;1601;306522;59.0;67.5;56.0;48.0;64.0;63.0;61.0;72.0;57.0;50.0;52.0;58.0;53.0;50.0;49.0
2013/2014;1601;30275;63.75;63.75;48.0;53.0;62.0;61.0;53.0;81.0;61.0;76.0;61.0;60.0;46.0;45.0;65.25
2013/2014;1601;68786;57.25;64.0;49.0;53.0;63.5;56.5;37.0;72.0;45.0;43.0;48.0;42.0;62.0;53.0;49.0
2013/2014;1601;287341;63.25;70.0;53.0;34.0;65.0;69.0;51.25;62.0;60.75;64.0;59.0;60.25;57.0;57.75;35.0
2013/2014;1601;68802;63.0;67.0;57.0;63.0;66.0;63.0;59.0;73.0;58.0;90.0;90.0;72.0;61.0;54.0;47.0
2013/2014;1601;306523;55.0;65.75;54.0;46.0;49.0;50.0;84.0;92.0;52.0;71.0;51.0;34.0;54.0;42.0;25.0
2013/2014;2182;69594;60.1;65.2;25.0;25.0;31.0;25.0;30.7;38.8;20.0;59.0;58.7;60.4;25.0;26.0;25.0
2013/2014;2182;142282;62.75;70.166664;34.0;62.583332;62.583332;61.833332;74.833336;72.666664;63.0;75.166664;72.5;62.583332;54.916668;68.0;61.666668
2013/2014;2182;361403;64.0;74.5;56.5;53.0;67.64286;60.857143;66.42857;74.78571;60.857143;61.0;71.85714;73.92857;62.357143;49.0;56.0
2013/2014;2182;213111;66.0;69.9;51.0;58.0;65.2;71.7;75.0;78.5;50.0;39.0;67.2;50.0;61.0;72.0;58.0
2013/2014;8033;429847;55.0;54.666668;44.0;52.0;55.0;56.0;82.0;71.0;42.0;66.0;59.0;58.0;53.0;35.0;55.0
2013/2014;8033;463823;52.0;57.0;55.0;49.0;40.0;55.0;65.0;67.0;54.0;55.0;59.0;42.0;47.0;57.0;18.0
2013/2014;2182;71775;66.0;68.75;59.0;56.0;57.0;55.0;91.5;70.0;49.0;78.0;85.5;78.75;63.0;58.0;65.25
2013/2014;8028;118530;64.25;67.0;43.0;55.0;68.0;71.0;75.0;70.0;69.0;74.0;78.5;58.0;57.0;52.0;39.0
2013/2014;8028;12327;61.0;62.0;48.0;49.0;62.0;61.0;62.0;76.0;59.0;63.0;62.0;55.0;65.0;47.0;49.0
2013/2014;8024;310192;58.0;66.0;52.0;51.0;59.5;59.5;70.0;70.0;60.0;60.0;66.0;57.0;63.0;50.0;42.0
2013/2014;8025;69428;59.0;59.0;46.0;49.0;56.0;58.0;54.0;75.0;53.0;76.0;73.0;57.0;47.0;44.0;59.0
2013/2014;1957;361712;57.25;67.0;31.0;66.0;57.0;31.0;68.0;64.0;59.0;66.0;76.0;73.0;52.0;48.0;58.0
2013/2014;1957;249550;65.0;71.0;65.0;60.0;56.0;72.0;82.0;82.0;53.0;83.0;38.0;56.0;70.0;49.0;34.0
2013/2014;10265;385273;62.0;74.333336;49.0;55.0;61.0;63.333332;83.0;65.0;55.0;58.0;85.0;64.0;47.0;58.0;63.0
2013/2014;10265;144998;65.333336;66.0;46.0;59.0;53.0;63.0;65.0;58.0;38.0;70.0;84.0;72.0;55.0;51.0;71.0
2013/2014;10265;190801;65.75;72.0;63.0;49.0;77.0;62.0;38.5;75.0;55.0;75.0;43.0;58.0;69.5;65.0;45.0
2013/2014;8027;69242;60.8;60.8;30.0;50.0;64.2;55.0;65.0;73.0;48.0;73.0;44.0;37.0;46.0;59.0;48.0
2013/2014;8027;93431;64.71429;65.14286;41.0;52.142857;58.142857;54.42857;74.57143;54.0;55.714287;55.0;92.0;81.0;59.285713;27.0;59.285713
2013/2014;8027;34567;65.5;69.0;39.0;69.0;69.0;63.25;65.375;56.0;69.5;51.625;68.0;93.0;41.0;47.0;62.0
2013/2014;8027;13425;61.714287;61.714287;58.857143;49.0;56.285713;60.57143;75.0;73.0;69.0;72.0;34.0;62.0;64.28571;55.0;21.0
2013/2014;8021;182075;60.0;65.0;26.0;58.0;59.0;49.0;54.0;49.0;60.0;70.0;79.0;80.0;44.0;34.0;62.0
2013/2014;8021;43138;63.6;64.8;50.0;65.8;64.0;52.0;52.0;59.0;61.2;74.2;72.0;77.0;42.0;62.0;65.2
2013/2014;8021;10933;65.0;65.0;67.0;61.0;70.0;68.0;72.333336;75.0;59.0;74.333336;34.0;57.0;65.0;78.0;50.0
2013/2014;8021;25255;66.0;66.0;65.0;72.0;57.0;60.5;69.5;66.0;71.0;71.5;68.0;72.0;59.0;62.0;28.0
2013/2014;8020;13349;59.666668;59.666668;49.0;65.0;52.0;53.666668;59.666668;50.0;47.0;67.333336;60.333332;82.0;38.0;43.0;57.333332
2013/2014;8245;179375;64.0;67.0;48.0;41.0;67.0;59.0;66.0;67.0;53.0;65.0;84.0;72.0;30.0;44.0;61.0
2013/2014;8245;69256;62.42857;66.85714;58.857143;52.0;57.57143;68.85714;77.0;70.0;72.42857;73.0;76.42857;62.0;52.714287;41.0;34.0
2013/2014;8245;38604;57.5;59.25;57.0;48.25;50.0;65.0;54.0;47.0;64.0;48.0;73.0;82.5;70.0;49.5;31.0
2013/2014;2186;69599;60.0;60.0;51.0;46.0;66.0;58.0;41.0;72.0;53.0;79.0;53.0;59.0;34.0;39.0;57.0
2013/2014;2186;252677;60.333332;67.333336;54.0;52.0;58.0;51.0;58.0;79.0;80.666664;82.0;58.0;64.0;70.0;62.0;46.0
2013/2014;8030;69004;64.0;64.0;25.0;25.0;25.0;25.0;41.0;40.0;25.0;57.0;34.0;60.0;25.0;29.0;25.0
2013/2014;8030;190010;60.0;62.0;23.0;48.333332;56.0;54.0;74.0;69.0;43.0;81.0;74.0;73.0;62.0;27.0;61.0
2013/2014;8030;306507;63.0;73.0;35.0;55.0;63.0;58.0;71.0;74.0;65.0;59.0;74.0;57.0;48.0;43.0;65.0
2013/2014;8030;30526;68.25;68.25;65.75;59.0;68.5;74.0;67.0;72.0;65.0;60.0;57.0;45.0;58.0;64.0;27.0
2013/2014;8030;402419;60.75;70.0;58.0;56.0;66.0;57.0;86.0;62.0;56.0;67.0;49.0;73.0;58.0;49.0;35.0
2013/2014;1601;488960;52.0;66.42857;35.0;39.0;65.0;51.0;65.0;47.0;51.0;82.0;65.0;65.0;32.0;31.0;51.0
2013/2014;1601;206844;67.0;71.0;70.0;52.0;57.0;66.0;82.0;74.0;61.0;82.0;75.0;61.0;79.0;53.0;32.0
2013/2014;8673;9086;67.2;67.2;32.0;62.4;64.4;62.8;54.0;58.0;54.0;57.0;75.0;81.0;65.0;69.4;65.0
2013/2014;8673;190366;70.0;77.5;63.0;51.0;62.0;78.0;91.0;93.0;65.25;71.0;71.0;38.0;77.0;59.0;38.0
2013/2014;8673;198099;67.0;73.0;56.0;58.0;68.0;67.0;85.0;72.0;62.0;70.0;81.0;67.0;64.0;58.0;61.0
2013/2014;8673;69601;68.166664;68.166664;30.0;71.0;59.333332;64.666664;73.0;50.0;57.0;47.0;84.0;75.333336;60.0;43.0;71.0
2013/2014;8673;206792;65.0;70.0;66.0;64.0;59.0;70.0;73.0;75.0;64.25;77.0;68.0;63.0;66.0;49.0;31.0
2013/2014;8673;46784;64.4;64.4;45.0;36.0;67.0;64.0;58.0;60.0;61.6;49.0;70.0;61.2;59.0;54.6;21.0
2013/2014;8033;12340;65.0;65.0;25.0;25.0;24.0;25.0;20.0;30.0;20.0;50.0;25.0;50.0;25.0;21.0;25.0
2013/2014;8033;69252;61.0;61.0;46.0;45.0;70.0;54.0;60.0;70.6;49.0;58.0;67.0;62.0;57.0;71.6;59.0
2013/2014;8033;92718;60.0;60.0;47.142857;39.0;61.0;60.0;84.0;85.0;48.0;77.0;64.0;33.0;58.42857;45.0;24.0
2013/2014;8024;128230;58.4;62.0;39.0;49.0;59.0;51.0;61.6;51.0;66.0;76.0;59.0;71.0;29.0;38.0;61.0
2013/2014;8024;315793;51.0;58.0;33.0;48.0;38.0;50.0;70.0;71.0;21.0;66.0;59.0;34.0;39.0;31.0;50.0
2013/2014;2182;69101;67.333336;67.333336;56.0;59.333332;72.0;63.0;63.0;72.0;67.0;71.0;68.666664;64.0;64.0;41.0;66.333336
2013/2014;2182;69479;68.625;72.25;72.125;42.125;65.75;68.375;79.0;77.75;70.25;84.0;80.0;51.375;71.125;67.125;48.125
2013/2014;8028;13410;64.0;64.333336;53.0;45.0;67.0;64.0;62.0;72.0;62.0;44.0;66.0;46.0;60.0;56.0;59.0
2013/2014;8245;94419;62.5;65.0;24.0;65.0;54.0;42.0;68.0;53.0;55.0;62.5;70.0;80.0;41.0;42.0;60.0
2013/2014;8025;68732;64.0;64.666664;24.0;47.0;46.0;29.0;46.0;33.0;62.0;32.0;85.0;91.0;27.0;52.0;69.0
2013/2014;8025;92222;63.0;67.0;52.0;42.0;71.0;54.0;70.0;78.0;65.0;81.0;64.0;52.0;58.0;63.0;39.0
2013/2014;8021;264578;51.0;60.0;25.0;25.0;21.0;25.0;41.0;40.0;20.0;57.333332;35.0;82.0;25.0;27.0;25.0
2013/2014;8021;275765;63.0;68.75;47.25;62.0;51.25;50.75;68.0;61.0;40.0;54.0;58.0;59.0;53.0;35.0;60.5
2013/2014;8021;208743;56.25;65.0;58.5;56.75;54.0;65.25;71.0;71.0;62.0;71.0;45.0;62.0;43.0;62.0;25.0
2013/2014;8023;69214;62.0;63.0;36.0;69.0;57.0;53.0;65.0;49.0;62.0;33.0;70.0;81.0;37.0;42.0;60.0
2013/2014;1957;277487;57.833332;63.333332;23.0;23.166666;23.0;24.0;22.833334;23.333334;22.0;50.0;21.0;65.0;21.833334;31.0;23.0
2013/2014;1957;495942;50.8;59.0;25.0;50.2;36.6;29.0;62.0;61.0;32.0;65.0;56.0;66.0;20.0;20.0;52.6
2013/2014;10265;43321;63.5;63.5;44.0;46.0;62.0;61.5;73.0;73.0;56.0;75.0;83.0;61.0;65.0;58.0;63.5
2013/2014;8020;174630;56.0;60.0;31.0;59.0;46.0;48.0;63.0;59.0;63.0;53.0;66.0;70.0;32.0;42.0;55.0
2013/2014;1601;116872;56.0;63.0;51.0;46.0;54.0;59.0;60.0;82.333336;62.0;38.0;83.0;47.0;46.0;43.0;46.0
2013/2014;1601;115724;62.25;64.0;66.25;59.0;67.0;56.0;84.0;68.0;64.0;71.0;71.0;59.0;62.0;55.0;39.0
2013/2014;2186;309890;58.0;66.0;56.0;31.0;51.0;67.0;70.0;62.0;54.0;56.0;59.0;74.0;61.0;54.0;55.0
2013/2014;8023;309052;59.0;66.0;30.0;49.0;54.0;61.0;68.0;57.0;25.0;56.0;75.0;66.0;44.0;37.0;57.0
2013/2014;8028;412981;54.0;63.0;41.0;53.0;61.0;62.0;72.0;81.0;60.0;61.0;57.0;44.0;51.0;46.0;39.0
2013/2014;8033;429870;53.0;62.0;34.0;50.0;62.333332;50.0;66.0;54.0;58.0;61.0;61.0;74.0;51.0;43.0;51.0
2013/2014;8030;155638;62.0;69.0;44.0;36.0;60.0;54.0;75.0;77.0;71.0;57.0;81.75;53.0;60.0;61.0;21.0
2013/2014;8030;361661;54.0;67.0;51.0;48.0;58.0;58.0;63.0;61.0;51.0;59.0;61.0;72.0;53.0;45.0;45.0
2013/2014;8021;467316;57.0;64.0;42.0;55.0;62.0;52.0;62.0;68.0;50.0;61.5;70.0;58.0;33.0;41.0;63.0
2013/2014;8020;9449;65.25;65.25;36.0;70.0;55.0;49.0;50.0;44.0;45.0;74.0;56.0;83.0;54.0;45.0;64.75
2013/2014;8020;69616;64.25;64.25;53.0;66.0;67.0;66.0;58.0;55.0;54.0;43.0;64.0;61.0;69.5;47.0;59.0
2013/2014;8673;17869;71.0;75.0;25.0;25.0;20.0;25.0;32.0;44.0;21.0;70.0;36.0;74.0;25.0;25.0;25.0
2013/2014;8673;72543;66.666664;66.666664;21.0;71.0;55.0;31.0;74.0;73.0;36.0;70.0;79.666664;71.0;47.0;33.0;68.0
2013/2014;8673;34264;71.14286;71.14286;66.0;68.0;66.28571;82.0;73.85714;73.0;59.142857;72.0;66.0;67.0;74.0;68.85714;38.0
2013/2014;2186;249059;56.5;65.0;47.0;45.0;58.0;43.0;74.0;86.0;51.0;65.0;62.0;37.0;51.0;51.0;51.0
2013/2014;8024;263712;60.0;66.0;28.0;47.0;63.0;56.0;64.0;68.0;49.0;64.0;82.0;63.0;71.0;44.0;54.0
2013/2014;1601;393287;53.0;57.0;20.0;56.0;50.0;21.0;72.0;62.0;25.0;61.0;70.0;58.0;32.0;31.0;53.0
2013/2014;1601;30278;67.0;67.0;62.0;56.0;63.0;63.0;68.0;67.0;56.0;59.0;69.0;64.0;71.0;62.0;34.0
2013/2014;8028;105535;59.444443;64.77778;59.555557;48.333332;61.11111;60.22222;59.555557;61.0;58.0;60.0;72.22222;74.0;53.0;49.0;40.0
2013/2014;8033;69349;62.0;62.0;58.0;58.0;52.0;62.0;80.0;89.0;62.0;90.0;72.0;52.0;62.0;59.0;25.0
2013/2014;2182;114827;66.0;66.0;53.0;51.333332;65.666664;59.333332;75.0;79.0;67.666664;83.5;80.0;75.0;47.0;52.0;69.166664
2013/2014;2182;78413;63.0;63.0;61.0;64.0;64.0;62.0;62.0;67.0;76.0;67.0;74.2;72.0;58.0;64.0;63.0
2013/2014;10265;288328;61.75;66.75;33.0;53.5;54.0;64.0;58.0;39.0;56.0;68.0;68.0;78.5;44.0;40.0;56.75
2013/2014;10265;69554;64.375;71.0;64.375;45.0;59.625;66.625;71.5;89.0;77.375;80.0;79.0;75.125;76.125;69.0;54.5
2013/2014;2186;27052;63.5;67.0;65.0;55.0;65.5;60.0;82.0;59.0;64.0;72.0;55.0;59.0;61.0;44.0;25.0
2013/2014;8673;36640;65.5;65.5;70.0;76.0;61.75;56.0;58.0;76.0;65.25;72.0;57.25;79.5;73.5;64.0;33.0
2013/2014;8030;443987;60.0;68.0;68.0;55.0;45.0;57.0;68.0;65.0;59.0;62.0;61.0;72.0;63.0;64.0;28.0
2013/2014;8027;23463;59.0;59.0;64.0;73.0;60.0;52.0;53.0;51.0;67.0;49.0;61.0;77.0;45.0;69.0;31.0
2013/2014;8673;463529;61.0;74.0;64.0;58.0;42.0;64.0;70.0;67.0;60.0;58.0;54.0;70.0;49.0;61.0;25.0
2013/2014;8245;13383;66.5;68.0;61.0;68.0;65.0;64.5;72.0;70.0;64.0;70.0;82.0;83.0;72.0;55.0;46.0
2013/2014;8027;69280;58.6;58.6;55.0;31.9;60.6;61.0;68.0;66.0;78.9;47.0;59.0;78.4;52.0;50.0;55.0
2013/2014;8030;277905;56.0;66.0;39.0;44.0;66.0;62.0;62.0;49.0;52.0;50.0;56.0;72.0;49.0;48.0;42.0
2013/2014;8033;208295;58.0;66.0;49.0;53.0;68.0;53.0;68.0;65.0;57.0;69.0;62.0;63.0;33.0;51.0;52.0
2013/2014;8033;173393;63.0;64.0;63.0;47.0;62.0;66.0;62.0;77.0;59.0;83.0;50.0;58.0;54.0;47.0;37.0
2013/2014;8020;206668;57.0;60.0;49.0;59.0;46.0;51.0;65.0;68.0;52.0;70.0;83.0;69.0;36.0;39.0;57.0
2013/2014;8020;47553;66.666664;69.333336;40.0;68.333336;55.0;44.0;54.0;44.0;69.333336;54.0;55.0;84.0;30.0;52.0;62.333332
2013/2014;8020;10933;65.0;65.0;67.0;61.0;70.0;68.0;72.333336;75.0;59.0;74.333336;34.0;57.0;65.0;78.0;50.0
2013/2014;8245;429659;;;;;;;;;;;;;;;
2013/2014;8245;141733;56.0;64.0;61.5;54.0;38.0;52.0;54.0;55.0;57.0;61.0;65.0;56.0;60.0;49.0;25.0
2013/2014;8025;469528;60.75;63.25;25.0;54.0;48.0;27.0;53.0;77.75;40.0;72.0;56.0;63.0;27.0;40.0;68.25
2013/2014;8025;181227;65.8;69.0;39.0;65.0;63.0;64.0;68.0;80.0;73.0;70.0;89.2;72.0;52.0;66.0;63.0
2013/2014;10265;138171;72.5;74.25;62.0;54.0;77.0;70.0;38.5;64.5;71.0;65.5;74.5;59.5;63.0;53.0;24.0
2013/2014;1957;281840;61.0;67.5;29.0;59.0;50.0;37.0;73.0;72.0;32.0;70.0;77.0;63.0;44.0;51.0;69.0
2013/2014;1957;89653;59.0;63.0;48.0;40.0;64.0;55.0;60.0;57.0;41.0;44.0;76.0;68.0;55.0;31.0;61.0
2013/2014;1957;71894;59.833332;63.0;51.0;54.0;57.833332;59.0;78.0;62.0;84.0;58.0;86.0;72.0;51.833332;54.0;30.0
2013/2014;8023;69554;64.375;71.0;64.375;45.0;59.625;66.625;71.5;89.0;77.375;80.0;79.0;75.125;76.125;69.0;54.5
2013/2014;8024;281844;55.0;60.0;13.0;12.0;31.0;13.0;65.0;54.0;24.25;37.0;45.0;44.0;13.0;26.5;12.0
2013/2014;8024;210789;57.0;62.0;34.0;54.0;59.0;51.0;63.0;72.0;51.0;83.0;57.0;60.0;42.0;52.0;55.0
2013/2014;8024;13486;62.5;62.5;47.0;53.0;62.0;57.5;69.0;72.0;59.0;71.0;68.5;68.0;61.0;46.0;60.5
2013/2014;8024;69261;59.666668;62.0;29.0;73.0;46.0;45.0;55.0;34.0;68.0;33.0;78.0;76.0;48.0;34.0;78.0
2013/2014;8024;73299;58.0;62.0;49.0;40.0;67.0;65.0;68.0;63.0;62.0;52.0;56.0;58.0;52.0;48.0;43.0
2013/2014;8024;92222;63.0;67.0;52.0;42.0;71.0;54.0;70.0;78.0;65.0;81.0;64.0;52.0;58.0;63.0;39.0
2013/2014;1601;309868;57.0;62.0;51.0;42.0;56.0;53.0;72.0;71.0;56.0;40.0;58.0;43.0;44.0;60.0;21.0
2013/2014;2186;68782;59.0;59.0;33.0;48.0;59.0;55.0;62.0;61.0;59.0;65.0;84.0;79.0;59.0;58.0;52.0
2013/2014;8030;115006;59.0;64.0;25.0;25.0;23.0;25.0;49.0;43.0;24.0;62.0;45.0;67.0;25.0;25.0;25.0
2013/2014;8030;255960;63.5;68.0;32.0;50.0;33.0;51.0;71.0;77.0;23.0;71.0;72.5;52.0;59.0;33.0;68.0
2013/2014;8030;206829;64.0;74.0;65.0;44.0;61.0;61.0;82.0;83.0;78.5;79.0;66.0;59.0;62.0;58.0;42.0
2013/2014;8673;196824;65.666664;78.0;57.0;51.0;64.0;73.0;75.0;83.0;69.0;53.0;69.0;61.0;63.0;56.0;54.0
2013/2014;8673;149947;69.0;74.0;71.0;76.0;62.0;66.0;63.0;56.0;76.0;52.0;72.0;78.0;73.0;70.0;25.0
2013/2014;8021;114270;60.0;61.0;25.0;25.0;23.0;25.0;46.0;59.0;22.0;51.0;56.0;57.0;25.0;23.0;25.0
2013/2014;8021;12405;63.0;64.0;46.0;66.0;57.0;22.0;44.0;51.0;65.0;50.0;67.0;73.0;44.0;33.0;56.0
2013/2014;8021;164135;63.0;69.0;58.0;64.0;72.0;66.0;66.0;58.0;62.0;55.0;51.0;80.0;63.0;52.0;59.0
2013/2014;8021;182107;61.5;65.0;55.0;58.0;50.0;62.25;83.0;91.0;63.0;91.0;64.0;34.0;66.0;54.0;41.0
2013/2014;8028;429848;53.0;58.0;21.0;52.0;48.0;26.0;53.0;51.0;37.0;73.0;58.0;58.0;21.0;39.0;56.0
2013/2014;8028;361721;60.0;75.0;34.0;58.0;69.0;57.8;62.0;74.0;56.0;60.0;64.0;60.0;38.0;55.0;63.0
2013/2014;8033;69346;62.5;62.5;56.5;53.0;64.5;60.0;52.0;67.0;61.5;80.0;64.0;41.0;66.5;62.5;32.0
2013/2014;8033;206807;61.0;66.333336;59.666668;59.0;58.0;64.666664;70.333336;59.0;58.0;50.0;56.0;57.0;59.0;47.0;44.0
2013/2014;2182;306174;63.0;69.0;38.0;63.8;54.0;43.0;77.0;67.0;45.0;73.0;72.2;72.0;47.0;45.0;65.0
2013/2014;8245;407970;55.0;65.0;37.0;58.0;67.0;42.0;66.0;76.0;62.0;73.0;49.0;39.0;55.0;36.0;48.0
2013/2014;8025;155638;62.0;69.0;44.0;36.0;60.0;54.0;75.0;77.0;71.0;57.0;81.75;53.0;60.0;61.0;21.0
2013/2014;8025;176704;52.5;58.0;45.0;34.0;54.0;53.0;64.0;68.0;58.0;42.0;49.5;44.0;47.0;55.0;28.0
2013/2014;10265;30977;67.0;67.0;46.0;74.666664;67.0;58.0;58.0;59.0;73.0;71.0;38.0;76.0;52.0;64.0;66.0
2013/2014;8028;477167;62.4;73.0;23.0;65.6;33.0;29.0;55.0;43.0;46.0;63.0;59.0;82.2;25.0;30.0;62.8
2013/2014;8028;275739;58.0;66.0;58.0;31.0;59.0;53.0;78.0;68.0;57.0;53.0;68.0;57.0;52.0;49.0;21.0
2013/2014;8028;281747;61.0;64.0;51.0;37.0;54.0;61.0;73.0;73.0;62.0;67.0;62.0;56.0;58.0;71.0;29.0
2013/2014;2186;480964;54.0;64.0;28.25;59.0;36.5;42.0;59.5;52.0;48.0;71.0;64.0;67.0;23.5;38.5;57.5
2013/2014;2186;208743;56.25;65.0;58.5;56.75;54.0;65.25;71.0;71.0;62.0;71.0;45.0;62.0;43.0;62.0;25.0
2013/2014;8030;182637;61.166668;62.0;39.0;53.0;70.0;60.0;68.0;61.0;62.833332;50.0;52.666668;57.5;52.0;49.0;48.833332
2013/2014;8673;350634;64.25;75.0;36.0;45.0;71.0;72.0;70.0;67.75;55.75;63.5;53.5;47.75;58.0;58.25;35.0
2013/2014;8673;183542;63.444443;66.77778;49.0;61.0;57.0;71.0;66.333336;60.0;63.0;57.555557;54.11111;59.0;68.0;62.0;36.0
2013/2014;8020;68835;60.5;60.5;25.0;25.0;31.0;25.0;35.0;24.0;25.0;43.0;39.0;66.0;25.0;25.0;25.0
2013/2014;8025;179818;65.666664;65.666664;53.0;53.0;66.333336;70.666664;72.0;65.0;51.0;58.0;69.0;64.0;61.0;47.0;20.0
2013/2014;8025;246187;63.0;68.0;24.0;61.0;58.0;42.0;59.0;41.0;45.0;70.0;73.0;67.0;50.0;42.0;64.0
2013/2014;8023;362254;55.8;61.8;26.0;45.0;55.0;47.0;68.0;63.6;47.0;57.0;71.0;60.0;53.0;45.0;50.8
2013/2014;8023;106641;60.0;65.0;44.0;45.0;69.0;50.0;63.0;71.0;50.0;58.0;42.0;50.0;44.0;45.0;55.0
2013/2014;8023;69101;67.333336;67.333336;56.0;59.333332;72.0;63.0;63.0;72.0;67.0;71.0;68.666664;64.0;64.0;41.0;66.333336
2013/2014;8024;463529;61.0;74.0;64.0;58.0;42.0;64.0;70.0;67.0;60.0;58.0;54.0;70.0;49.0;61.0;25.0
2013/2014;8028;68870;64.0;64.0;66.0;68.0;49.0;54.0;50.5;59.0;66.0;73.0;62.0;84.0;75.0;62.0;29.0
2013/2014;8245;215085;59.0;67.0;22.0;63.0;40.0;28.0;55.0;59.0;37.0;70.0;58.0;66.0;27.0;37.0;64.0
2013/2014;8027;158582;62.333332;67.0;60.0;55.0;56.0;62.333332;72.0;61.0;62.0;53.0;65.0;52.0;65.0;58.0;31.0
2013/2014;8025;522276;57.5;62.0;32.0;57.0;34.0;50.5;64.0;69.0;28.0;65.0;51.5;71.0;53.0;35.0;62.0
2013/2014;8021;68802;63.0;67.0;57.0;63.0;66.0;63.0;59.0;73.0;58.0;90.0;90.0;72.0;61.0;54.0;47.0
2013/2014;8020;266279;61.2;64.4;42.0;63.0;59.8;56.6;68.0;75.0;54.8;55.0;72.2;57.0;57.0;53.0;57.6
2013/2014;1601;275751;57.0;64.0;25.0;25.0;25.0;25.0;44.0;58.0;24.0;55.0;34.0;54.0;25.0;22.0;25.0
2013/2014;1601;178702;60.0;66.0;48.0;60.0;64.0;58.0;50.0;65.0;45.0;64.0;57.0;77.0;49.0;52.0;62.0
2013/2014;1601;178196;62.0;62.0;62.0;68.0;58.0;58.0;79.0;81.0;61.0;74.0;58.0;70.0;58.0;58.0;53.0
2013/2014;8245;13301;64.0;64.0;52.0;65.0;58.0;64.0;74.0;69.0;47.0;71.0;78.0;59.0;59.0;44.0;61.0
2013/2014;8033;40631;64.0;69.0;61.0;61.0;60.0;62.0;80.0;68.0;66.0;68.0;71.0;67.0;63.0;67.0;29.0
2013/2014;8673;433627;61.0;65.0;24.0;59.0;45.0;34.0;61.0;53.0;35.0;71.0;56.0;70.0;27.0;35.0;66.0
2013/2014;1957;39798;64.0;66.5;43.0;63.0;68.0;57.0;73.0;80.0;67.0;62.0;63.0;65.0;53.0;46.0;64.0
2013/2014;8021;197560;61.5;66.0;59.0;64.5;60.5;64.0;73.0;66.0;61.0;72.25;57.0;72.0;54.0;54.0;13.0
2013/2014;8245;178434;57.0;61.0;25.0;25.0;22.0;25.0;41.0;47.0;26.0;52.0;39.0;67.0;25.0;29.0;25.0
2013/2014;8021;239253;61.0;65.0;47.0;57.0;64.0;65.0;64.0;76.0;54.0;77.0;59.0;61.0;58.0;60.0;54.0
2013/2014;8245;206807;61.0;66.333336;59.666668;59.0;58.0;64.666664;70.333336;59.0;58.0;50.0;56.0;57.0;59.0;47.0;44.0
2013/2014;8245;229737;62.0;67.0;51.0;51.0;65.0;68.0;65.0;80.0;53.0;64.0;59.0;44.0;66.0;49.0;61.0
2013/2014;2182;34266;64.333336;64.333336;61.0;70.0;59.0;60.0;68.0;52.0;60.666668;65.0;58.0;72.0;73.0;64.0;42.0
2013/2014;8033;13350;59.5;59.5;36.0;61.5;49.0;39.0;51.0;60.0;47.0;71.0;65.0;72.0;28.0;41.0;56.5
2013/2014;8033;317277;53.0;60.0;42.0;49.0;61.0;51.0;70.0;75.0;48.0;56.0;40.0;53.0;48.0;44.0;42.0
2013/2014;2182;490868;55.0;67.0;25.0;55.0;35.0;21.0;67.0;58.666668;24.0;63.0;51.0;68.0;21.0;31.0;58.0
2014/2015;8028;38395;60.0;60.0;25.0;25.0;25.0;25.0;46.0;42.0;25.0;60.0;39.0;68.0;25.0;25.0;25.0
2014/2015;8028;43135;61.0;64.0;31.0;52.0;44.0;46.0;33.0;56.0;54.0;64.0;75.0;75.0;44.0;45.0;67.0
2014/2015;8028;78537;61.25;61.25;30.0;51.0;45.0;40.0;61.0;57.0;62.0;57.0;79.0;64.0;36.0;36.0;72.75
